Id,SalePrice
109,150091.03323431284
544,195469.43500791924
153,211846.33207784273
318,126610.50971663333
255,196881.52245528402
138,87890.84033538496
2827,106780.63359499574
145,136594.44715658738
1942,198426.2184943612
1956,194567.99937302107
1044,169798.74106289964
2752,141999.92021126242
807,171348.10215968595
1177,290815.93973814097
1480,177505.72755939895
324,143822.6067142582
1311,187017.64978286313
770,112444.13647519729
2063,213844.49156853397
69,210994.34395030554
2062,145649.38456810915
351,123181.33123457656
2393,206919.24174899087
12,174504.3662280764
2339,208529.7204622053
624,112052.62963995863
86,132981.384739021
1534,122430.5085196427
2243,148761.7441570431
1957,20145.19191782846
380,97054.52809116771
2860,91516.59637633477
2517,254335.19004773587
1933,161448.5961093589
820,230967.01178247482
675,193550.93642937482
2910,128416.37965436735
21,80895.54597431958
1873,116127.85023009084
2125,206403.36438437185
1489,164736.75955235623
2383,233138.78147117753
983,159276.9039840284
1325,166282.55232087272
1378,231603.2422146741
1537,111185.77088320674
905,225223.94499479272
1532,112540.73435141022
132,116868.27088289647
1078,114142.37817959151
2511,101988.85866135723
912,210504.12351292517
2351,278568.4208298479
330,123720.01966806361
2586,95509.93000473805
224,160818.52045396864
98,165896.87864530232
2565,153032.0180430977
1934,194186.34424245296
997,244558.95565056798
64,288647.46968908474
1799,117888.89641753484
230,162801.87162676745
1295,188924.67076795804
638,175862.89543910898
2278,305864.8567132133
2202,73531.40141922966
2833,204246.01249069895
1707,50120.5977819221
2428,168790.7255223613
242,77070.19161888931
1564,301920.6889373866
2613,219555.05226950726
2832,199893.07747460672
2459,123114.7298092717
1360,205976.12776049972
2723,445667.3242418468
1350,175949.78398657893
136,151111.72140580125
2235,92195.43773439777
1993,304574.5662769821
367,227629.38473700383
1309,129674.0913300844
402,137616.45828945798
1592,108044.61532981764
2409,183352.83861549452
539,318690.33650855266
1940,123445.9862820748
588,176306.90324519886
96,247141.56092608167
1187,168813.09467990382
2154,126515.70386561839
550,96356.16125038973
811,142149.01777528034
124,224027.32295296137
1836,116052.51065972046
779,158814.61962470756
1886,150978.68281046383
1724,258237.1857432259
2450,188342.32327747662
1013,223092.31655122654
2084,255764.28407651506
1184,200866.58439802707
728,119554.60141866603
950,375980.62443971005
2524,173630.96475654832
2513,91355.10415222864
2028,181672.14655324104
2309,203086.4232874841
51,199931.55858558996
699,125700.93090922576
1881,191696.8751376897
1345,253147.31355070998
166,119289.93049943043
781,132417.554113449
379,223524.45690213813
2818,375850.5058625067
1168,157663.32499305712
1396,126212.81571145105
838,307414.3388537101
1492,196870.0713091736
637,340866.56600878685
1826,274626.51059270825
173,286013.9149271868
715,170057.07751273699
1183,120721.24217344422
2433,321494.2445845003
2866,110239.98315225013
2311,125615.7936310281
1551,126134.29022371193
1049,298645.3807042517
657,144349.2206379103
414,212540.65571462954
1181,166282.4516373886
1514,169272.9458806562
1040,173748.16574438673
216,231244.04662830586
1720,211150.04148303324
2331,201843.9071430375
204,204246.01249069895
19,110942.40363715444
2438,197931.21477137026
89,121990.44398435763
240,138145.5629205293
105,198571.04118821095
2020,101174.42894901158
888,150802.9465861384
1019,157193.0077315827
2132,146624.0634628768
203,57942.08189386614
420,220729.43019952503
2333,210911.30024048587
632,146846.31712959404
2800,128256.59835930308
1885,125768.42527681321
1734,103910.80416984025
2327,113725.21756714473
1282,71520.33049037654
2688,137577.7718238146
2581,249159.0710132906
2067,272786.35206532024
2115,208219.65062836526
754,119220.91742670513
1079,128506.51675147882
2615,386521.34902492026
329,272581.9508541266
1320,270060.0930388253
416,180646.73394805894
284,197477.36606303696
1385,246373.39525617164
275,212209.68737387675
2024,425185.07303729374
68,142757.09025111303
1910,169959.176428444
381,180315.61340886445
1323,220648.4496680015
2432,188505.9709656564
777,75311.52563552481
1107,194738.54886255076
30,89578.57799875028
282,125784.48915251045
188,118339.81287170367
2356,215963.92864358838
1554,259006.4677695087
1464,202626.23630638607
2469,182441.54216904152
1834,121728.46919672383
1779,215240.05618526108
2569,211066.37422751414
2334,120191.5335387396
2330,59853.74003526506
2119,207933.4695661621
988,128231.09058013122
382,124170.71910743669
670,104428.0200117347
2760,195977.10225649254
543,163103.96215452565
2835,273157.73010206444
1735,139996.74431837804
448,131667.7515594576
2287,125020.23280669248
524,298773.0166014952
1767,207165.85689639545
2206,127644.34321025718
1740,181030.21368234933
199,142815.4149100029
2214,79752.16092528848
323,174749.47994560248
2421,148410.54913530848
952,244978.6535994314
24,228606.35760275924
1139,200345.28507779038
518,194118.1681956897
1390,102744.7651282592
277,255012.1464382222
54,268109.4893317685
649,201900.64278446505
2600,242365.77689774038
617,190754.0752157255
2209,54876.34799674059
2814,129081.46838561416
2542,192510.73818210993
2323,160463.53967215747
1393,185501.84327367222
490,189282.26052639945
542,135752.02786236943
973,98717.36805150405
1012,277983.7611001987
2218,229055.77321099502
2033,123950.66208057232
1071,263033.1718892547
1583,160710.51679235284
2858,56921.48657232082
2265,130141.05322137775
1088,87824.81042266714
698,275883.35927749035
1896,182354.42787102656
628,87197.49354178016
1212,364725.15119040234
2864,314968.1792157013
2740,220418.06918086953
2560,263779.0861232133
1716,168782.43791039713
1130,289230.1383218878
201,251917.09082063602
2886,325442.7874840286
2328,280438.3113284688
2583,128062.84115974054
1206,108289.82393934783
2242,204616.95237839306
1105,294915.51361234556
121,254830.07485550782
1223,185837.37642693735
265,254852.3018229127
2813,240270.16182879428
1294,197309.5189980718
2745,56928.47264178535
1094,77498.09768797495
651,351406.6301777312
198,228583.25179539365
131,213516.82316465315
1258,207094.8402004837
1599,140227.88370836215
1508,141167.34773841783
615,172345.83690726722
1815,236446.73670502217
2712,172162.50887534962
2051,123810.30939346863
1863,216135.70239218604
2510,165519.5489404919
1069,168739.31071329422
336,205691.59740025064
2417,204792.2138048553
1962,175494.6534474274
372,323784.98033707857
2578,103645.93436366419
2824,126069.42353847915
471,153862.0249376749
1544,171270.47398252966
2141,109351.274786325
2008,110010.67968455302
1075,266034.2541088376
34,129986.36737497666
847,112429.02965332611
1629,98000.48624423695
2073,151281.87471538392
960,222541.7456658308
955,187982.74635810227
2476,124808.03521969561
1590,116711.73231304635
2913,126151.72187835514
149,103800.23607341907
2525,173736.5211323638
1470,93226.63928146366
412,100994.29671487298
1399,169090.42595890528
183,168790.7255223613
974,204837.26502828317
930,236615.909603643
881,248978.4039173395
1180,163996.32708998772
1553,166318.3558006306
928,297523.49709647143
1512,134594.54335157695
3,141981.75349115283
2140,80794.46192294992
553,94231.19847563439
2594,192064.39364258398
1314,225525.75541911964
366,127331.16700647381
1462,114557.66815952605
2541,200886.1789406545
2088,228792.06619863317
527,249231.9409704709
1824,282531.0594530727
2918,115690.76551627589
49,317950.86679729586
2332,312450.82285443856
826,258992.37040435907
1108,239206.9573035069
2041,121150.58351225696
57,42556.87439057851
520,106288.60582683151
2305,130325.20739430547
2533,262366.7651624394
2852,130535.98788557408
1198,146470.56927469914
1681,147251.21276256916
1773,197147.15192625765
1825,225577.6292574114
2208,145349.03631603144
1646,170647.6926969267
1060,177504.80422718293
748,147247.15283763516
2846,248102.25937655053
493,106894.95295080444
694,177917.17797575588
2283,83940.47336787787
1800,87332.16658766315
1632,140793.9893204112
2624,193424.04903708375
2197,202663.84078169113
1045,87615.6702894181
2549,125876.40590344218
2829,183150.47069121068
2480,276123.1487902553
2724,250247.43456715718
2352,196844.24981977898
1783,106957.54756126553
338,215749.93285782507
196,148285.1608950139
762,165317.62200006994
151,179994.66425439218
158,140559.33752463228
2572,265752.5707666447
1686,128556.83692468026
943,270613.6776326302
735,172061.6336748638
2741,214020.22703187415
1106,266783.2301748429
2375,112850.13552403374
1701,161258.86091447124
2657,124824.00919446333
907,93536.12269900012
1777,184791.82298116235
164,227363.5227283415
1973,256047.94671443696
2857,202974.12429778583
1208,183467.16507919662
319,224583.5070286584
2567,91802.50550770551
2222,231066.96284575277
2493,126692.41392650924
1757,171825.27483541347
184,328633.13754851016
1248,129919.1984390679
2574,281496.4031766118
1215,179892.43988025005
1614,254296.81932264392
2039,226559.71889172588
2669,123317.2843607764
1005,144179.26227315393
753,182527.01532480548
1275,308595.712008924
2350,297035.04694162344
2762,226777.1156647315
2788,185979.73614319437
2384,181766.99761200018
2716,197620.52603056547
313,123958.17310286271
84,140155.67289718898
81,111234.34488987195
2389,264228.92051317554
280,181459.7615231818
190,106135.12793462837
2371,218991.0682362888
213,59939.633794416135
1864,200810.30448536974
37,192152.63197827316
146,131230.94599242025
809,97413.03360406228
767,227933.26156907232
262,230489.63816449032
101,116696.00402876647
48,284209.5730632611
489,135870.79815817004
2369,115532.62915570367
707,137129.57243181026
1556,230765.94177063747
2034,263720.73671310337
308,121660.32941579379
2176,124229.8009022424
1549,138848.26757140562
909,251515.80008816614
892,149954.9388628277
2045,261617.59472793894
2927,288177.8129904008
1732,121422.19556687068
998,239414.76077517174
2203,101350.1864865133
356,187139.7424913739
2475,236820.46359849948
2264,112756.20419691647
2201,218619.65829018442
2545,127460.44895655243
2660,247472.25075773324
2882,347880.43142744317
1379,233939.16834263966
491,212369.21443612405
1002,154241.34313603264
1848,293647.8256897803
1455,103756.89505619802
908,132952.6630780763
1490,127924.43951870625
1465,217905.97622579767
1627,89704.72629524123
2849,289168.16966285056
1501,223741.12831662057
626,177167.36279744422
722,175054.07038434866
2260,198673.72541228842
1639,208688.61542654556
1603,137032.10910983817
1520,135525.02528036237
1665,182670.80686745993
2635,175856.79106244943
581,183118.21666523907
2435,39762.933957320405
2799,59297.80426251791
883,268444.97981297266
2537,135054.1442635781
1120,230547.3704380552
774,282355.94061146304
1447,225955.93865569442
104,206247.35769060435
2694,203530.14786783312
920,249663.66233639373
1951,225280.97794386605
9,111188.6038787558
2848,246200.86330971032
614,121243.60001534515
1736,168334.60176378064
2686,126467.63353134721
2257,163830.80646656858
1284,421668.9530827989
1765,108956.09297650405
1811,230676.86721076892
2603,226597.60666026623
2220,247839.8021887119
2273,128834.96642480245
163,113238.15151430533
2116,130541.62849263035
2734,242763.7892304029
426,185502.96181124938
2216,108512.77379340924
2900,246688.3315736883
97,254456.41516146885
1680,103492.61400256914
1133,141011.18046191285
2761,97821.28131286339
1642,198368.75107508435
1141,68895.58461261899
2118,242316.6184773515
870,76294.62912594267
1875,190631.02350282407
155,294913.4581403431
1318,157225.1523492299
1285,171694.48361329775
2400,176951.34256856947
1068,202297.27431909787
361,138109.8059916921
1493,151996.51408422037
1110,218980.50259924892
911,175767.8762354024
2535,233972.9302785919
2030,325705.7995817013
2634,222444.0031969868
1530,97380.7001764444
435,131716.2787086285
812,170753.35516684502
1202,111732.43297872598
666,194221.47233308322
1751,243329.31434014637
705,188789.41990310894
1744,171416.77939992008
357,230710.25438926532
2133,127411.3486510044
989,276711.2901410307
562,121543.37205396479
1054,129981.72009074458
2850,281720.2689306979
1082,114754.44945378065
1440,152997.6257384557
2006,134926.7008961223
2082,137801.19637834077
2344,5612.613397394336
248,197391.17864756944
2276,171965.64869241594
755,203207.15300560696
1178,282615.89490696334
2636,269718.2820223433
2077,112474.28066821337
2930,129029.10532512807
737,112835.04867769453
837,115773.78572363794
2086,237896.73904079146
2385,341904.5211285403
189,209501.79369226866
635,115515.1714715577
432,120672.56704214272
900,-1257.2981732326443
966,154063.45996452973
1612,201048.75339810018
904,156038.0238499209
2487,208804.34524136962
1304,163746.145354987
2112,149765.08181928733
1244,71520.33049037654
843,240271.29168588546
2689,154481.4785714048
2753,196969.72216593265
1169,153358.8723660048
1376,88208.21893252245
2503,70859.95556218695
1987,158136.6328838024
1190,226102.2939250454
1930,296379.41737607575
2677,240766.40337822406
1256,92658.16318353287
2484,139200.45780970156
1253,263757.4505668848
1337,112959.78257307697
1788,266071.4571872799
141,97290.61763045158
1669,162376.0013088818
1366,216030.2287954443
52,87335.85793659228
1380,122710.13697528534
919,178256.43421091474
2804,126160.18154223808
782,172484.66956701886
956,113709.31828354772
187,190484.86253692335
2074,175331.70015907096
1039,131896.66443269205
1210,149729.88887802712
2710,118048.6703004689
44,129900.34670846838
1026,225013.4408300551
1343,129231.39305349009
2248,161886.1531927541
1849,186278.82974971036
2076,118664.35680981816
2641,83253.55847142648
5,141099.95384422134
878,181133.06945632544
1548,127354.90504968402
841,172254.45566984036
1621,154470.03515146047
218,199776.04057311412
1504,110331.99132073813
946,184373.9591841736
455,157805.66247829417
2906,277916.4801645878
2878,105821.0938619711
1173,168458.40597969107
985,170570.57845847006
975,147306.1568637157
202,109062.32019008377
528,287708.3471550693
2579,231235.15077981504
1841,122570.47204734146
591,91017.73391583085
1897,132280.83418091055
70,130867.35991878997
590,309809.5747664528
1172,239979.25368897239
1714,108505.50244074265
829,140224.96467370694
1397,115877.4784232217
877,304825.99848932866
2477,139169.30915443494
2871,213323.05352657998
2489,123935.30168999691
1655,179338.06352226716
1891,240764.1624534138
1419,83989.9333690026
1473,119919.32682389328
2868,100198.54535642618
1695,182716.71230419917
2244,136802.52000668942
169,96239.37909061532
2670,320381.9591595762
247,220854.66967938136
2137,130359.07785011204
1794,139419.40850944648
1498,17575.37830266668
1164,206683.0519512053
1179,273415.05817332445
1340,63923.08732045136
436,203555.80153144232
1636,207962.25535308337
421,144931.8715889926
457,146803.64867156386
2834,109675.58130192624
517,145555.4382349081
1566,202502.98968803856
1439,203086.17485924237
2577,127860.83038877152
2241,305840.2367162522
71,152291.2612358876
1143,177100.15017425746
1021,200180.4384324466
1416,125976.80359167323
35,43651.42421546613
2904,150884.67527162767
2174,170630.6151386968
522,188124.04356307798
2211,186048.0928377863
1539,125008.50421829725
2420,156921.73273858358
2779,298206.5040825991
953,126813.57279969659
658,209342.98587533357
714,272344.6027042441
1637,153925.48341700275
538,55131.37059200632
546,268797.6385326965
533,190821.98020086702
718,168396.34548146743
1830,198767.50744394163
2929,134017.27204779338
2207,111693.28548698631
1417,112045.89942148865
2787,153343.26050991402
1037,36129.757273012045
2659,154755.8252515931
1567,229261.99495773567
1225,163101.0575587606
685,245843.9541780738
1358,191577.4149999745
1461,172126.41905436202
221,199605.70176176916
2187,208667.55006258446
2504,239898.64694804774
855,339094.27314006945
2258,241752.12997969016
2205,214165.49853925503
1158,194741.26604331512
1741,168646.38517736274
2735,285617.74196949997
1888,234540.1808287416
2121,288212.48011223425
1176,225670.06559201604
2773,133846.848754265
2619,114660.40764262703
1796,142890.3796178362
1598,163490.95427901583
1965,91402.60864010698
2651,148596.42641627826
609,104945.03669893004
1990,320084.36571556743
1053,221380.51189619867
2877,199165.33609191448
497,274775.63478917576
514,186270.36710477102
759,166596.24957525695
2474,215376.585690991
1193,329267.78190813767
1415,131820.4750440999
2048,194883.40993218173
2483,56251.63199845981
2883,112662.58154038501
1111,233163.1224977512
2072,134699.22910128176
1450,218132.66401374346
274,166451.08430296805
413,212389.98588523574
751,301520.0043761103
2897,93949.1210824922
207,264245.72870376904
2269,168790.7255223613
891,134798.20167276636
2863,203675.08587414495
1298,117493.96642224664
1292,261214.04252483594
1687,259523.35110243014
2749,185555.339845127
2875,138396.2551994082
1029,118621.8783291418
1581,298300.123996945
612,220691.63987517753
139,91091.26592480314
1335,118635.00154598452
2531,123241.85070763546
681,121431.95790511489
1383,199106.01111939552
1359,267886.38679134956
1226,229679.4355793847
63,191489.89801398874
1869,261933.88089187216
2468,217963.3090981403
1135,265429.4085405529
719,120518.0504496351
405,115389.83287233388
2506,283212.6573042275
2380,194258.7481969973
1565,210190.64534530195
1727,117587.9836410778
1661,274443.9306784138
1967,67214.53976176663
2267,231427.41911697714
1389,205879.10267736192
2553,265331.1290715813
1459,150775.11661391828
1739,198878.84362443627
172,147514.9277597599
788,158176.52285034518
1979,171597.1746416072
1801,151394.5926539744
931,123034.96421509719
2471,229465.95039532025
2899,175955.93664908962
2544,168023.7780051772
1386,110659.57650228348
315,180114.01591275306
1932,172374.12841156175
1660,222611.70451922872
2353,213021.88111443687
2139,135667.99137131858
1585,311104.299970868
1602,271968.279511901
2888,127320.80401981965
965,178302.80643670115
645,188293.06695330478
789,110542.19094019233
1015,141167.34773841783
1264,365200.7460057867
1972,76362.76686009592
1481,154480.7494179977
954,244545.84525292556
2499,152771.97609384917
824,242576.45151016174
2769,140504.29240067903
123,224295.70596292266
1862,164295.19659794876
1308,304988.2042807975
1758,208417.4511642549
2236,199944.20631646726
2912,309556.86363461555
2093,185244.15715403509
2128,234410.9476477313
679,179303.20359477785
1313,162092.61262918374
2534,226797.30055369087
1273,109099.91658301992
219,162531.21321082453
133,216006.24583847285
38,141638.18757511472
2408,113452.63768538524
1575,147320.30691319285
1671,182047.54741866118
2000,323672.62020441843
2621,91112.56794728282
1996,119126.36360106879
1976,82717.27223289074
1861,144363.23335160874
1600,280438.3113284688
298,158010.737824796
875,253450.20659358602
1205,150488.54944382928
763,209115.72572001265
512,240686.15243334006
592,182230.93733124126
1255,283082.58232724265
355,176386.2978244051
1676,241866.4223631513
2599,199749.14238470857
312,225934.2313919039
1124,246892.4674379949
1702,220453.12922273154
2434,127033.541745024
1432,121627.71026660476
689,203231.01733136122
1349,80908.69548947732
1759,241107.19079826187
893,102146.91096930596
944,136100.99581669515
2109,213745.60686454683
316,137407.6536757868
2529,118298.45964521175
1448,117689.4923809676
871,290329.33557761455
142,169181.83612301748
1515,157228.4551349703
1970,224638.22961133913
572,212394.38406057452
2200,211213.0041901326
2147,80956.68333608564
249,97181.34404865833
162,161142.50208530333
664,182673.02011886195
1516,110812.2611904181
16,322025.1804362135
1808,118714.67911611978
